n,actual_n,k,seed,num_edges,algorithm,time,success,timed_out,modularity,optimal,error,graph_type,xi,timestamp
20,20,2,14,26,gurobi,0.017168045043945312,True,False,0.4430473372781063,True,,abcd,0.1,2026-02-07T11:45:22.224482
20,20,2,14,26,bnb_c_seq,0.00571894645690918,True,False,0.443047337278107,True,,abcd,0.1,2026-02-07T11:45:22.696894
20,20,2,14,26,bnb_c,0.006940126419067383,True,False,0.443047337278107,True,,abcd,0.1,2026-02-07T11:45:23.157109
20,20,2,14,26,bnb_c_pruned,0.0064547061920166016,True,False,0.443047337278107,True,,abcd,0.1,2026-02-07T11:45:23.615855
20,20,2,14,26,pyomo_cplex,0.08334207534790039,True,False,0.443047337278107,True,,abcd,0.1,2026-02-07T11:45:24.152118
20,20,2,14,26,bnb_py,0.023396968841552734,True,False,0.4430473372781065,True,,abcd,0.1,2026-02-07T11:45:24.630640
20,20,2,14,26,leiden_c_x100,0.005673885345458984,True,False,0.443047337278107,True,,abcd,0.1,2026-02-07T11:45:25.096743
20,20,2,15,27,gurobi,0.02172064781188965,True,False,0.3641975308641977,True,,abcd,0.1,2026-02-07T11:45:25.573584
20,20,2,15,27,bnb_c_seq,0.00571131706237793,True,False,0.364197530864198,True,,abcd,0.1,2026-02-07T11:45:26.045168
20,20,2,15,27,bnb_c,0.006957054138183594,True,False,0.364197530864198,True,,abcd,0.1,2026-02-07T11:45:26.503473
20,20,2,15,27,bnb_c_pruned,0.007031917572021484,True,False,0.364197530864198,True,,abcd,0.1,2026-02-07T11:45:26.964255
20,20,2,15,27,pyomo_cplex,0.08404397964477539,True,False,0.36419753086419776,True,,abcd,0.1,2026-02-07T11:45:27.503820
20,20,2,15,27,bnb_py,0.025206804275512695,True,False,0.3641975308641975,True,,abcd,0.1,2026-02-07T11:45:27.986372
20,20,2,15,27,leiden_c_x100,0.005442142486572266,True,False,0.35116598079561,False,,abcd,0.1,2026-02-07T11:45:28.450953
20,20,2,16,24,gurobi,0.03522992134094238,True,False,0.37413194444444475,True,,abcd,0.1,2026-02-07T11:45:28.942016
20,20,2,16,24,bnb_c_seq,0.006321907043457031,True,False,0.374131944444445,True,,abcd,0.1,2026-02-07T11:45:29.411225
20,20,2,16,24,bnb_c,0.008484840393066406,True,False,0.374131944444445,True,,abcd,0.1,2026-02-07T11:45:29.872784
20,20,2,16,24,bnb_c_pruned,0.006930828094482422,True,False,0.374131944444445,True,,abcd,0.1,2026-02-07T11:45:30.338201
20,20,2,16,24,pyomo_cplex,0.08346796035766602,True,False,0.37413194444444486,True,,abcd,0.1,2026-02-07T11:45:30.878750
