n,k,graph_seed,num_edges,iterations,run,time,success,timed_out,modularity,optimal_modularity,error,timestamp,found_optimal,gap
100,2,2,284,500,2,0.01774907112121582,True,False,0.4088908450704225,0.4088908450704225,,2026-02-02T20:32:34.233302,True,0.0
100,2,3,312,500,3,0.01783585548400879,True,False,0.3790064102564103,0.3790064102564103,,2026-02-02T20:32:34.452643,True,0.0
100,2,4,261,500,4,0.0166780948638916,True,False,0.437566976409624,0.437566976409624,,2026-02-02T20:32:34.672281,True,0.0
100,2,5,253,500,5,0.017477035522460938,True,False,0.4169023106125701,0.4169023106125701,,2026-02-02T20:32:34.893047,True,0.0
100,2,6,267,500,6,0.01727604866027832,True,False,0.4187111616097855,0.4187111616097855,,2026-02-02T20:32:35.113279,True,0.0
100,2,7,271,500,7,0.017761707305908203,True,False,0.41049958470064407,0.41049958470064407,,2026-02-02T20:32:35.332965,True,0.0
100,2,8,287,500,8,0.016781091690063477,True,False,0.42680498731318817,0.42680498731318817,,2026-02-02T20:32:35.553488,True,0.0
100,2,9,301,500,9,0.016200780868530273,True,False,0.40630898113707353,0.40630898113707353,,2026-02-02T20:32:35.773221,True,0.0
100,2,10,249,500,10,0.018677949905395508,True,False,0.41795293624296387,0.41795293624296387,,2026-02-02T20:32:35.996227,True,0.0
100,2,11,296,500,11,0.01787590980529785,True,False,0.42356989590942296,0.42356989590942296,,2026-02-02T20:32:36.217007,True,0.0
100,2,12,303,500,12,0.017528057098388672,True,False,0.4009192998507771,0.4009192998507771,,2026-02-02T20:32:36.436496,True,0.0
100,2,13,278,500,13,0.01714611053466797,True,False,0.3989441540292946,0.3989441540292946,,2026-02-02T20:32:36.656930,True,0.0
100,2,14,279,500,14,0.01854991912841797,True,False,0.43516912680977893,0.43516912680977893,,2026-02-02T20:32:36.875877,True,0.0
100,2,15,326,500,15,0.017120838165283203,True,False,0.39090199104219214,0.39090199104219214,,2026-02-02T20:32:37.097810,True,0.0
100,2,16,294,500,16,0.01732611656188965,True,False,0.4017538988384469,0.4017538988384469,,2026-02-02T20:32:37.318003,True,0.0
100,2,17,280,500,17,0.01708388328552246,True,False,0.4056122448979591,0.4056122448979591,,2026-02-02T20:32:37.538343,True,0.0
100,2,18,277,500,18,0.017266035079956055,True,False,0.407557768249293,0.407557768249293,,2026-02-02T20:32:37.759814,True,0.0
100,2,19,244,500,19,0.0188291072845459,True,False,0.43036146197258807,0.43036146197258807,,2026-02-02T20:32:37.982591,True,0.0
