n,actual_n,k,seed,num_edges,algorithm,time,success,timed_out,modularity,optimal,error,graph_type,xi,timestamp
20,20,2,98,24,gurobi,0.02308511734008789,True,False,0.41579861111111144,True,,abcd,0.1,2026-03-03T02:42:46.555818
20,20,2,98,24,bnb_c,0.02185988426208496,True,False,0.415798611111111,True,,abcd,0.1,2026-03-03T02:42:46.694883
20,20,2,99,22,gurobi,0.017062902450561523,True,False,0.45351239669421506,True,,abcd,0.1,2026-03-03T02:42:46.838166
20,20,2,99,22,bnb_c,0.021347999572753906,True,False,0.453512396694215,True,,abcd,0.1,2026-03-03T02:42:46.976197
40,40,2,0,57,gurobi,0.4022226333618164,True,False,0.45244690674053656,True,,abcd,0.1,2026-03-03T02:42:47.507693
40,40,2,0,57,bnb_c,0.056368112564086914,True,False,0.452446906740536,True,,abcd,0.1,2026-03-03T02:42:47.681786
40,40,2,1,61,gurobi,0.15940093994140625,True,False,0.4508196721311465,True,,abcd,0.1,2026-03-03T02:42:47.971147
40,40,2,1,61,bnb_c,0.052475929260253906,True,False,0.450819672131148,True,,abcd,0.1,2026-03-03T02:42:48.140816
40,40,2,2,49,gurobi,0.35025501251220703,True,False,0.4387755102040841,True,,abcd,0.1,2026-03-03T02:42:48.611998
40,40,2,2,49,bnb_c,0.05424618721008301,True,False,0.438775510204082,True,,abcd,0.1,2026-03-03T02:42:48.784524
40,40,2,3,57,gurobi,1.06600022315979,True,False,0.38227146814404567,True,,abcd,0.1,2026-03-03T02:42:49.977243
40,40,2,3,57,bnb_c,0.05510592460632324,True,False,0.382271468144044,True,,abcd,0.1,2026-03-03T02:42:50.150475
40,40,2,4,64,gurobi,0.25091004371643066,True,False,0.4207763671875,True,,abcd,0.1,2026-03-03T02:42:50.528119
40,40,2,4,64,bnb_c,0.04988598823547363,True,False,0.4207763671875,True,,abcd,0.1,2026-03-03T02:42:50.695788
40,37,2,5,46,gurobi,0.29746484756469727,True,False,0.4345463137996203,True,,abcd,0.1,2026-03-03T02:42:51.093791
40,37,2,5,46,bnb_c,0.04843282699584961,True,False,0.434546313799622,True,,abcd,0.1,2026-03-03T02:42:51.240986
40,40,2,6,51,gurobi,0.6449668407440186,True,False,0.4559784698193004,True,,abcd,0.1,2026-03-03T02:42:52.013514
40,40,2,6,51,bnb_c,0.051261186599731445,True,False,0.4559784698193,True,,abcd,0.1,2026-03-03T02:42:52.182864
40,40,2,7,58,gurobi,0.7828221321105957,True,False,0.42865636147443587,True,,abcd,0.1,2026-03-03T02:42:53.095400
